Year,Playlist Name,Track Name,Artist(s),Spotify URL
2012,Top Hits of 2012,Good Time,"Owl City, Carly Rae Jepsen",https://open.spotify.com/track/1kPpge9JDLpcj15qgrPbYX
2012,Top Hits of 2012,We Are Never Ever Getting Back Together,Taylor Swift,https://open.spotify.com/track/0VwNdo84DaVYLIkbVO86ND
2012,Top Hits of 2012,Candy,Robbie Williams,https://open.spotify.com/track/5NlFXQ0si6U87gXs6hq81B
2012,Top Hits of 2012,Home,Phillip Phillips,https://open.spotify.com/track/1EAgPzRbK9YmdOESSMUm6P
2012,Top Hits of 2012,Don't You Worry Child - Radio Edit,"Swedish House Mafia, John Martin",https://open.spotify.com/track/2V65y3PX4DkRhy1djlxd9p
2012,Top Hits of 2012,Try,P!nk,https://open.spotify.com/track/1jF7IL57ayN4Ity3jQqGu0
2012,Top Hits of 2012,How to Be a Heartbreaker,MARINA,https://open.spotify.com/track/2sEk5R8ErGIFxbZ7rX6S2S
2012,Top Hits of 2012,Sexy And I Know It,LMFAO,https://open.spotify.com/track/0obBFrPYkSoBJbvHfUIhkv
2012,Top Hits of 2012,Latch,"Disclosure, Sam Smith",https://open.spotify.com/track/1DunhgeZSEgWiIYbHqXl0c
2012,Top Hits of 2012,Turn Me On (feat. Nicki Minaj),"David Guetta, Nicki Minaj",https://open.spotify.com/track/6JOlNkT0QdHeZB0wPbI9IR
2012,Top Hits of 2012,Pound The Alarm,Nicki Minaj,https://open.spotify.com/track/5kcE7pp02ezLZaUbbMv3Iq
2012,Top Hits of 2012,Video Games,Lana Del Rey,https://open.spotify.com/track/3WD91HQDBIavSapet3ZpjG
2012,Top Hits of 2012,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,https://open.spotify.com/track/4kte3OcW800TPvOVgrLLj8
2012,Top Hits of 2012,Not Over You,Gavin DeGraw,https://open.spotify.com/track/6j7hih15xG2cdYwIJnQXsq
2012,Top Hits of 2012,Battle Scars (with Guy Sebastian),"Lupe Fiasco, Guy Sebastian",https://open.spotify.com/track/1hWYT0w2R0J19rlVkiez7X
2012,Top Hits of 2012,Too Close,Alex Clare,https://open.spotify.com/track/4sK96UnGx3NjBaqvfTG2dm
2012,Top Hits of 2012,It Will Rain,Bruno Mars,https://open.spotify.com/track/0RUGuh2uSNFJpGMSsD1F5C
2012,Top Hits of 2012,Scream,USHER,https://open.spotify.com/track/12eMQUn2GzfsfsQLH53M19
2012,Top Hits of 2012,Skyfall,Adele,https://open.spotify.com/track/6VObnIkLVruX4UVyxWhlqm
2012,Top Hits of 2012,a thousand years,Christina Perri,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
2012,Top Hits of 2012,Breezeblocks,alt-J,https://open.spotify.com/track/3n69hLUdIsSa1WlRmjMZlW
2012,Top Hits of 2012,Beneath Your Beautiful (feat. Emeli Sandé),"Labrinth, Emeli Sandé",https://open.spotify.com/track/2EcsgXlxz99UMDSPg5T8RF
2012,Top Hits of 2012,Brokenhearted,Karmin,https://open.spotify.com/track/4urcG6Nfubqsuqy3juMjBi
2012,Top Hits of 2012,Live While We're Young,One Direction,https://open.spotify.com/track/6Vh03bkEfXqekWp7Y1UBRb
2012,Top Hits of 2012,"Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg, Wiz Khalifa, Bruno Mars",https://open.spotify.com/track/5HQVUIKwCEXpe7JIHyY734
2012,Top Hits of 2012,Lost,Frank Ocean,https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723
2012,Top Hits of 2012,Ass Back Home (feat. Neon Hitch),"Gym Class Heroes, Neon Hitch",https://open.spotify.com/track/3bfqkspKABT4pPicm6wC9F
2012,Top Hits of 2012,Princess of China,"Coldplay, Rihanna",https://open.spotify.com/track/4HXOBjwv2RnLpGG4xWOO6N
2012,Top Hits of 2012,Take a Walk,Passion Pit,https://open.spotify.com/track/4Sfa7hdVkqlM8UW5LsSY3F
2012,Top Hits of 2012,Impossible,James Arthur,https://open.spotify.com/track/5yVIlYEHZxQVLyInCdldoS
2012,Top Hits of 2012,Dirty Paws,Of Monsters and Men,https://open.spotify.com/track/5g7rJvWYVrloJZwKiShqlS
2012,Top Hits of 2012,Ni**as In Paris,"JAY-Z, Kanye West",https://open.spotify.com/track/1auxYwYrFRqZP7t3s7w4um
2012,Top Hits of 2012,Born To Die,Lana Del Rey,https://open.spotify.com/track/5wEreUfwxZxWnEol61ulIi
2012,Top Hits of 2012,Let's Go (feat. Ne-Yo),"Calvin Harris, Ne-Yo",https://open.spotify.com/track/4wkQmYpAaMe41Rc3sYZ7Vz
2012,Top Hits of 2012,Don't Wake Me Up,Chris Brown,https://open.spotify.com/track/18VfHIPaCo0s6FTi1Fnp6T
2012,Top Hits of 2012,Rack City,Tyga,https://open.spotify.com/track/21nFIDqoD1L7ELsprVSzOR
2012,Top Hits of 2012,Gangnam Style (강남스타일),PSY,https://open.spotify.com/track/03UrZgTINDqvnUMbbIMhql
2012,Top Hits of 2012,The Motto,"Drake, Lil Wayne",https://open.spotify.com/track/4Kz4RdRCceaA9VgTqBhBfa
2012,Top Hits of 2012,Anna Sun,WALK THE MOON,https://open.spotify.com/track/3e0yTP5trHBBVvV32jwXqF
2012,Top Hits of 2012,Feel the Love (feat. John Newman),"Rudimental, John Newman",https://open.spotify.com/track/2VvCoqF4p46cvyVbhbDsaJ
2012,Top Hits of 2012,Swimming Pools (Drank) - Extended Version,Kendrick Lamar,https://open.spotify.com/track/5ujh1I7NZH5agbwf7Hp8Hc
2012,Top Hits of 2012,Ride,Lana Del Rey,https://open.spotify.com/track/0ZyfiFudK9Si2n2G9RkiWj
2012,Top Hits of 2012,In The Dark,DEV,https://open.spotify.com/track/1pbHy9VBpSyZh56xuujZz0
2012,Top Hits of 2012,We'll Be Coming Back (feat. Example),"Calvin Harris, Example",https://open.spotify.com/track/7B1Dl3tXqySkB8OPEwVvSu
2012,Top Hits of 2012,R.I.P. (feat. Tinie Tempah),"Rita Ora, Tinie Tempah",https://open.spotify.com/track/2i6xxOLeUdrnpJOnoXDp2b
2012,Top Hits of 2012,"Work Hard, Play Hard",Wiz Khalifa,https://open.spotify.com/track/1ms5tNNdPouTtcD2oVF9Oz
2012,Top Hits of 2012,Hot Right Now (feat. RITA ORA) - Radio Edit,"DJ Fresh, Rita Ora",https://open.spotify.com/track/7uHw9gnuf6Fq8nKYFg4p1E
2012,Top Hits of 2012,Mama Do The Hump,Rizzle Kicks,https://open.spotify.com/track/7ajnitQVYIKKXFaVUZOSEW
2012,Top Hits of 2012,Hands on the Wheel (feat. Asap Rocky),"ScHoolboy Q, A$AP Rocky",https://open.spotify.com/track/78JKJfKsqgeBDBF58gv1SF
2012,Top Hits of 2012,Heart Attack,Trey Songz,https://open.spotify.com/track/25CA8QVJQrh5R05UUCaODM
2012,Top Hits of 2012,Faded,"Tyga, Lil Wayne",https://open.spotify.com/track/2NRUU0gP1d8Yif8CpsCW8l
2012,Top Hits of 2012,R U Mine?,Arctic Monkeys,https://open.spotify.com/track/6c5QZx2v9753q26g1Fvo2F
2012,Top Hits of 2012,Years - Radio Edit,"Alesso, Matthew Koma",https://open.spotify.com/track/5pVk15sR3OgIeKBKqG9jWw
2012,Top Hits of 2012,Some Nights,fun.,https://open.spotify.com/track/6t6oULCRS6hnI7rm0h5gwl
2012,Top Hits of 2012,Troublemaker (feat. Flo Rida),"Olly Murs, Flo Rida",https://open.spotify.com/track/6s8nHXTJVqFjXE4yVZPDHR
2012,Top Hits of 2012,Drive By,Train,https://open.spotify.com/track/0KAiuUOrLTIkzkpfpn9jb9
2012,Top Hits of 2012,Ho Hey,The Lumineers,https://open.spotify.com/track/0W4Kpfp1w2xkY3PrV714B7
2012,Top Hits of 2012,One More Night,Maroon 5,https://open.spotify.com/track/4XNrMwGx1SqP01sqkGTDmo
2012,Top Hits of 2012,Wide Awake,Katy Perry,https://open.spotify.com/track/5JLv62qFIS1DR3zGEcApRt
2012,Top Hits of 2012,Somebody That I Used To Know,"Gotye, Kimbra",https://open.spotify.com/track/4wCmqSrbyCgxEXROQE6vtV
2012,Top Hits of 2012,On Top Of The World,Imagine Dragons,https://open.spotify.com/track/6KuHjfXHkfnIjdmcIvt9r0
2012,Top Hits of 2012,Good Feeling,Flo Rida,https://open.spotify.com/track/2LEF1A8DOZ9wRYikWgVlZ8
2012,Top Hits of 2012,Stronger (What Doesn't Kill You),Kelly Clarkson,https://open.spotify.com/track/6D60klaHqbCl9ySc8VcRss
2012,Top Hits of 2012,Blow Me (One Last Kiss),P!nk,https://open.spotify.com/track/4k80K0b6KZ2QjAYkXON7q6
2012,Top Hits of 2012,50 Ways to Say Goodbye,Train,https://open.spotify.com/track/2NniAhAtkRACaMeYt48xlD
2012,Top Hits of 2012,Primadonna,MARINA,https://open.spotify.com/track/4sOX1nhpKwFWPvoMMExi3q
2012,Top Hits of 2012,Feel So Close - Radio Edit,Calvin Harris,https://open.spotify.com/track/1gihuPhrLraKYrJMAEONyc
2012,Top Hits of 2012,Hall of Fame (feat. will.i.am),"The Script, will.i.am",https://open.spotify.com/track/1X1DWw2pcNZ8zSub3uhlNz
2012,Top Hits of 2012,What Makes You Beautiful,One Direction,https://open.spotify.com/track/4cluDES4hQEUhmXj6TXkSo
2012,Top Hits of 2012,Whistle,Flo Rida,https://open.spotify.com/track/3bC1ahPIYt1btJzSSEyyrF
2012,Top Hits of 2012,Where Have You Been,Rihanna,https://open.spotify.com/track/3tyPOhuVnt5zd5kGfxbCyL
2012,Top Hits of 2012,"Gone, Gone, Gone",Phillip Phillips,https://open.spotify.com/track/56sxN1yKg1dgOZXBcAHkJG
2012,Top Hits of 2012,Give Your Heart a Break,Demi Lovato,https://open.spotify.com/track/3sP3c86WFjOzHHnbhhZcLA
2012,Top Hits of 2012,International Love (feat. Chris Brown),"Pitbull, Chris Brown",https://open.spotify.com/track/62zFEHfAYl5kdHYOivj4BC
2012,Top Hits of 2012,Chasing The Sun,The Wanted,https://open.spotify.com/track/4b4c0oH7PtrPsI86drzgFs
2012,Top Hits of 2012,Next To Me,Emeli Sandé,https://open.spotify.com/track/1Xsxp1SEOxuMzjrFZhtw8u
2012,Top Hits of 2012,Levels - Radio Edit,Avicii,https://open.spotify.com/track/5UqCQaDshqbIk3pkhy4Pjg
2013,Top Hits of 2013,Mirrors,Justin Timberlake,https://open.spotify.com/track/4rHZZAmHpZrA3iH5zx8frV
2013,Top Hits of 2013,Blurred Lines,"Robin Thicke, T.I., Pharrell Williams",https://open.spotify.com/track/5PUvinSo4MNqW7vmomGRS7
2013,Top Hits of 2013,Royals,Lorde,https://open.spotify.com/track/2dLLR6qlu5UJ5gk0dKz0h3
2013,Top Hits of 2013,a thousand years,Christina Perri,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
2013,Top Hits of 2013,Cruise,Florida Georgia Line,https://open.spotify.com/track/5BhsEd82G0Mnim0IUH6xkT
2013,Top Hits of 2013,Let Her Go,Passenger,https://open.spotify.com/track/1KxwZYyzWNyZSRyErj2ojT
2013,Top Hits of 2013,Home,Phillip Phillips,https://open.spotify.com/track/1EAgPzRbK9YmdOESSMUm6P
2013,Top Hits of 2013,All I Want,Kodaline,https://open.spotify.com/track/0NlGoUyOJSuSHmngoibVAs
2013,Top Hits of 2013,Radioactive,Imagine Dragons,https://open.spotify.com/track/4G8gkOterJn0Ywt6uhqbhp
2013,Top Hits of 2013,Ho Hey,The Lumineers,https://open.spotify.com/track/0W4Kpfp1w2xkY3PrV714B7
2013,Top Hits of 2013,Heart Attack,Demi Lovato,https://open.spotify.com/track/1V6gIisPpYqgFeWbMLI0bA
2013,Top Hits of 2013,I Will Wait,Mumford & Sons,https://open.spotify.com/track/1fXiYSWmkKJfRKMegCkI11
2013,Top Hits of 2013,Best Song Ever,One Direction,https://open.spotify.com/track/5T7ZFtCcOgkpjxcuaeZbw0
2013,Top Hits of 2013,Sure Be Cool If You Did,Blake Shelton,https://open.spotify.com/track/5yIiXdLRE85OBiQmCaUenq
2013,Top Hits of 2013,Demons,Imagine Dragons,https://open.spotify.com/track/3LlAyCYU26dvFZBDUIMb7a
2013,Top Hits of 2013,Daylight,Maroon 5,https://open.spotify.com/track/6TwfdLbaxTKzQi3AgsZNzx
2013,Top Hits of 2013,I Knew You Were Trouble.,Taylor Swift,https://open.spotify.com/track/6FB3v4YcR57y4tXFcdxI1E
2013,Top Hits of 2013,Roar,Katy Perry,https://open.spotify.com/track/6F5c58TMEs1byxUstkzVeM
2013,Top Hits of 2013,Power Trip (feat. Miguel),"J. Cole, Miguel",https://open.spotify.com/track/2uwnP6tZVVmTovzX5ELooy
2013,Top Hits of 2013,Beauty And A Beat,"Justin Bieber, Nicki Minaj",https://open.spotify.com/track/190jyVPHYjAqEaOGmMzdyk
2013,Top Hits of 2013,Stay,"Rihanna, Mikky Ekko",https://open.spotify.com/track/789CxjEOtO76BVD1A9yJQH
2013,Top Hits of 2013,Wrecking Ball,Miley Cyrus,https://open.spotify.com/track/2vwlzO0Qp8kfEtzTsCXfyE
2013,Top Hits of 2013,Come & Get It,Selena Gomez,https://open.spotify.com/track/6LoQHIo74tOzQ8EsLEkhgF
2013,Top Hits of 2013,Just Give Me a Reason (feat. Nate Ruess),"P!nk, Nate Ruess",https://open.spotify.com/track/1mKXFLRA179hdOWQBwUk9e
2013,Top Hits of 2013,High Hopes,Kodaline,https://open.spotify.com/track/6KkyuDhrEhR5nJVKtv9mCf
2013,Top Hits of 2013,When I Was Your Man,Bruno Mars,https://open.spotify.com/track/0nJW01T7XtvILxQgC5J7Wh
2013,Top Hits of 2013,Unconditionally,Katy Perry,https://open.spotify.com/track/009ImBOrIUlWgla8U05RAC
2013,Top Hits of 2013,Everything Has Changed,"Taylor Swift, Ed Sheeran",https://open.spotify.com/track/3Z1kZKYfRC8iRXnYeC5sCJ
2013,Top Hits of 2013,Another Love,Tom Odell,https://open.spotify.com/track/3JvKfv6T31zO0ini8iNItO
2013,Top Hits of 2013,human,Christina Perri,https://open.spotify.com/track/1zVhMuH7agsRe6XkljIY4U
2013,Top Hits of 2013,Still into You,Paramore,https://open.spotify.com/track/1yjY7rpaAQvKwpdUliHx0d
2013,Top Hits of 2013,Ready or Not,Bridgit Mendler,https://open.spotify.com/track/5xvUgoVED1F4mBu8FL0HaW
2013,Top Hits of 2013,22,Taylor Swift,https://open.spotify.com/track/6ce41JVa6KFaryfmC2bu2W
2013,Top Hits of 2013,Here's to Never Growing Up,Avril Lavigne,https://open.spotify.com/track/0qwcGscxUHGZTgq0zcaqk1
2013,Top Hits of 2013,Wings,Birdy,https://open.spotify.com/track/1D4XFKolp63mNqqMXJJL1V
2013,Top Hits of 2013,"Hold On, We're Going Home","Drake, Majid Jordan",https://open.spotify.com/track/2aSC2xhRxOLiiZZVjhbylH
2013,Top Hits of 2013,Burn,Ellie Goulding,https://open.spotify.com/track/5lF0pHbsJ0QqyIrLweHJPW
2013,Top Hits of 2013,This Is What It Feels Like,"Armin van Buuren, Trevor Guthrie",https://open.spotify.com/track/5GjnIpUlLGEIYk052ISOw9
2013,Top Hits of 2013,Chocolate,The 1975,https://open.spotify.com/track/44Ljlpy44mHvLJxcYUvTK0
2013,Top Hits of 2013,Pompeii,Bastille,https://open.spotify.com/track/4Ub8UsjWuewQrPhuepfVpd
2013,Top Hits of 2013,The Other Side,Jason Derulo,https://open.spotify.com/track/5FljCWR0cys07PQ9277GTz
2013,Top Hits of 2013,True Love (feat. Lily Allen),"P!nk, Lily Allen",https://open.spotify.com/track/1QNqrsNQ1JVLEwncov3lEY
2013,Top Hits of 2013,Feel This Moment (feat. Christina Aguilera),"Pitbull, Christina Aguilera",https://open.spotify.com/track/0Hf4aIJpsN4Os2f0y0VqWl
2013,Top Hits of 2013,Sweater Weather,The Neighbourhood,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
2013,Top Hits of 2013,Little Talks,Of Monsters and Men,https://open.spotify.com/track/2ihCaVdNZmnHZWt0fvAM7B
2013,Top Hits of 2013,Team,Lorde,https://open.spotify.com/track/3G6hD9B2ZHOsgf4WfNu7X1
2013,Top Hits of 2013,We Can't Stop,Miley Cyrus,https://open.spotify.com/track/2y4lAQpi5VTNLu2ldeTdUH
2013,Top Hits of 2013,Love Me,"Lil Wayne, Drake, Future",https://open.spotify.com/track/2XHzzp1j4IfTNp1FTn7YFg
2013,Top Hits of 2013,Bonfire Heart,James Blunt,https://open.spotify.com/track/2kvyMNHyxQt2UJ5EKvxaOC
2013,Top Hits of 2013,The Monster,"Eminem, Rihanna",https://open.spotify.com/track/48RrDBpOSSl1aLVCalGl5C
2013,Top Hits of 2013,Talk Dirty (feat. 2 Chainz),"Jason Derulo, 2 Chainz",https://open.spotify.com/track/6g6A7qNhTfUgOSH7ROOxTD
2013,Top Hits of 2013,Try,P!nk,https://open.spotify.com/track/1jF7IL57ayN4Ity3jQqGu0
2013,Top Hits of 2013,Clarity,"Zedd, Foxes",https://open.spotify.com/track/60wwxj6Dd9NJlirf84wr2c
2013,Top Hits of 2013,Safe And Sound,Capital Cities,https://open.spotify.com/track/6Z8R6UsFuGXGtiIxiD8ISb
2013,Top Hits of 2013,We Own It (Fast & Furious),"2 Chainz, Wiz Khalifa",https://open.spotify.com/track/2OQJKTtrH482waGFmOfJni
2013,Top Hits of 2013,Love Me Again,John Newman,https://open.spotify.com/track/5VSCgNlSmTV2Yq5lB40Eaw
2013,Top Hits of 2013,Locked out of Heaven,Bruno Mars,https://open.spotify.com/track/3w3y8KPTfNeOKPiqUTakBh
2013,Top Hits of 2013,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
2013,Top Hits of 2013,I Love It (feat. Charli XCX),"Icona Pop, Charli xcx",https://open.spotify.com/track/6HZ9VeI5IRFCNQLXhpF4bq
2013,Top Hits of 2013,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,"Lana Del Rey, Cedric Gervais",https://open.spotify.com/track/6PUIzlqotEmPuBfjbwYWOB
2013,Top Hits of 2013,Do I Wanna Know?,Arctic Monkeys,https://open.spotify.com/track/5FVd6KXrgO9B3JPmC8OPst
2013,Top Hits of 2013,The Way,"Ariana Grande, Mac Miller",https://open.spotify.com/track/0S4RKPbRDA72tvKwVdXQqe
2013,Top Hits of 2013,Latch,"Disclosure, Sam Smith",https://open.spotify.com/track/1DunhgeZSEgWiIYbHqXl0c
2013,Top Hits of 2013,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,https://open.spotify.com/track/2E43WFS4rRc09za2r2GmZl
2013,Top Hits of 2013,Sail,AWOLNATION,https://open.spotify.com/track/7ueP5u2qkdZbIPN2YA6LR0
2013,Top Hits of 2013,Somewhere Only We Know,Lily Allen,https://open.spotify.com/track/1mvfvDZOybiEgS1ecJxt9W
2013,Top Hits of 2013,Ain't It Fun,Paramore,https://open.spotify.com/track/1j8z4TTjJ1YOdoFEDwJTQa
2013,Top Hits of 2013,Thrift Shop (feat. Wanz),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Wanz",https://open.spotify.com/track/6CjtS2JZH9RkDz5UVInsa9
2013,Top Hits of 2013,I Need Your Love (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",https://open.spotify.com/track/05SBRd4fXgn8FX7bf8BCAE
2013,Top Hits of 2013,Bad (feat. Rihanna) - Remix,"Wale, Rihanna",https://open.spotify.com/track/5yhKaacMZGRo4s6evJx9vk
2013,Top Hits of 2013,Holy Grail,"JAY-Z, Justin Timberlake",https://open.spotify.com/track/1q9bLSeIlGf2xBvbOkp2Wr
2013,Top Hits of 2013,It's a Beautiful Day,Michael Bublé,https://open.spotify.com/track/0mvkwaZMP2gAy2ApQLtZRv
2013,Top Hits of 2013,Play Hard (feat. Ne-Yo & Akon),"David Guetta, Ne-Yo, Akon",https://open.spotify.com/track/2QD4C6RRHgRNRAyrfnoeAo
2013,Top Hits of 2013,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,"Avicii, Nicky Romero",https://open.spotify.com/track/1sh6lL6cmlcwhqZKGiKBua
2013,Top Hits of 2013,3005,Childish Gambino,https://open.spotify.com/track/5cc9Zbfp9u10sfJeKZ3h16
2013,Top Hits of 2013,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","A$AP Rocky, Drake, 2 Chainz, Kendrick Lamar",https://open.spotify.com/track/4X5f3vT8MRuXF68pfjNte5
2013,Top Hits of 2013,Why'd You Only Call Me When You're High?,Arctic Monkeys,https://open.spotify.com/track/086myS9r57YsLbJpU0TgK9
2013,Top Hits of 2013,Same Love (feat. Mary Lambert),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Mary Lambert",https://open.spotify.com/track/01uqI4H13Gsd8Lyl1EYd8H
2013,Top Hits of 2013,Sweet Nothing (feat. Florence Welch),"Calvin Harris, Florence Welch",https://open.spotify.com/track/24LS4lQShWyixJ0ZrJXfJ5
2013,Top Hits of 2013,Reload - Radio Edit,"Sebastian Ingrosso, Tommy Trash, John Martin",https://open.spotify.com/track/5jyUBKpmaH670zrXrE0wmO
2013,Top Hits of 2013,Sonnentanz - Sun Don't Shine,"Klangkarussell, Will Heard",https://open.spotify.com/track/5NKfB21hWeirObQjEN44x1
2013,Top Hits of 2013,La La La,"Naughty Boy, Sam Smith",https://open.spotify.com/track/52gvlDnre9craz9dKGObp8
2013,Top Hits of 2013,Treasure,Bruno Mars,https://open.spotify.com/track/55h7vJchibLdUkxdlX3fK7
2013,Top Hits of 2013,Started From the Bottom,Drake,https://open.spotify.com/track/5DI9jxTHrEiFAhStG7VA8E
2013,Top Hits of 2013,Body Party,Ciara,https://open.spotify.com/track/0rFZaQ4crlGAzuCjWCQ2xu
2013,Top Hits of 2013,Thinking About You (feat. Ayah Marar),"Calvin Harris, Ayah Marar",https://open.spotify.com/track/1KtD0xaLAikgIt5tPbteZQ
2013,Top Hits of 2013,I Cry,Flo Rida,https://open.spotify.com/track/4bZd0nRuX8HyjeXAUBczvm
2013,Top Hits of 2013,Scream & Shout,"will.i.am, Britney Spears",https://open.spotify.com/track/2iJuuzV8P9Yz0VSurttIV5
2013,Top Hits of 2013,Suit & Tie (feat. JAY-Z),"Justin Timberlake, JAY-Z",https://open.spotify.com/track/6vt0I1cw1YmAIKDJvHVIM5
2013,Top Hits of 2013,The Mother We Share,CHVRCHES,https://open.spotify.com/track/2FV7Exjr70J652JcGucCtE
2013,Top Hits of 2013,Don't Stop the Party (feat. TJR),"Pitbull, TJR",https://open.spotify.com/track/3Tu7uWBecS6GsLsL8UONKn
2013,Top Hits of 2013,Dear Darlin',Olly Murs,https://open.spotify.com/track/0s0JMUkb2WCxIJsRB3G7Hd
2013,Top Hits of 2013,Waiting All Night (feat. Ella Eyre),"Rudimental, Ella Eyre",https://open.spotify.com/track/0g4qRoQ3Bh6puFzBA7fH3S
2013,Top Hits of 2013,Animals - Radio Edit,Martin Garrix,https://open.spotify.com/track/4g6m1iaAsgdgDqgxGtvY0C
2013,Top Hits of 2013,White Noise,"Disclosure, AlunaGeorge",https://open.spotify.com/track/4PPiV0xlKze0D4G93UWLji
2013,Top Hits of 2013,Hey Porsche,Nelly,https://open.spotify.com/track/6QoxM9xgqazNPGF026CjpS
2013,Top Hits of 2013,#thatPOWER,"will.i.am, Justin Bieber",https://open.spotify.com/track/01TuObJVd7owWchVRuQbQw
2013,Top Hits of 2013,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk, Pharrell Williams, Nile Rodgers",https://open.spotify.com/track/2Foc5Q5nqNiosCNqttzHof
2013,Top Hits of 2013,The Fox (What Does the Fox Say?),Ylvis,https://open.spotify.com/track/5HOpkTTVcmZHnthgyxrIL8
2015,Top Hits of 2015,Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS
2015,Top Hits of 2015,Thinking out Loud,Ed Sheeran,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f
2015,Top Hits of 2015,See You Again (feat. Charlie Puth),"Wiz Khalifa, Charlie Puth",https://open.spotify.com/track/2JzZzZUQj3Qff7wapcbKjc
2015,Top Hits of 2015,What Do You Mean?,Justin Bieber,https://open.spotify.com/track/4B0JvthVoAAuygILe3n4Bs
2015,Top Hits of 2015,Lean On,"Major Lazer, DJ Snake, MØ",https://open.spotify.com/track/1Lim1Py7xBgbAkAys3AGAG
2015,Top Hits of 2015,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,https://open.spotify.com/track/2PIvq1pGrUjY007X5y1UpM
2015,Top Hits of 2015,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,https://open.spotify.com/track/3zHq9ouUJQFQRf3cm1rRLu
2015,Top Hits of 2015,Don't,Bryson Tiller,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
2015,Top Hits of 2015,Locked Away (feat. Adam Levine),"R. City, Adam Levine",https://open.spotify.com/track/7x5xYW5W42OGPAdHUyyguy
2015,Top Hits of 2015,Hotline Bling,Drake,https://open.spotify.com/track/0wwPcA6wtMf6HUMpIRdeP7
2015,Top Hits of 2015,Blank Space,Taylor Swift,https://open.spotify.com/track/1p80LdxRV74UKvL8gnD7ky
2015,Top Hits of 2015,Love Me Harder,"Ariana Grande, The Weeknd",https://open.spotify.com/track/5J4ZkQpzMUFojo1CtAZYpn
2015,Top Hits of 2015,oui,Jeremih,https://open.spotify.com/track/0PJIbOdMs3bd5AT8liULMQ
2015,Top Hits of 2015,The Hills,The Weeknd,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
2015,Top Hits of 2015,Time of Our Lives,"Pitbull, Ne-Yo",https://open.spotify.com/track/2bJvI42r8EF3wxjOuDav4r
2015,Top Hits of 2015,Firestone,"Kygo, Conrad Sewell",https://open.spotify.com/track/1I8tHoNBFTuoJAlh4hfVVE
2015,Top Hits of 2015,Five More Hours,"Deorro, Chris Brown",https://open.spotify.com/track/3MOECVkNshqHYTPt5DZcdN
2015,Top Hits of 2015,Love Yourself,Justin Bieber,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0
2015,Top Hits of 2015,The Heart Wants What It Wants,Selena Gomez,https://open.spotify.com/track/6wJwkMo278iWVlWl1XQ4WA
2015,Top Hits of 2015,Can't Feel My Face,The Weeknd,https://open.spotify.com/track/22VdIZQfgXJea34mQxlt81
2015,Top Hits of 2015,Style,Taylor Swift,https://open.spotify.com/track/4lIxdJw6W3Fg4vUIYCB0S5
2015,Top Hits of 2015,Outside (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",https://open.spotify.com/track/7MmG8p0F9N3C4AXdK6o6Eb
2015,Top Hits of 2015,One Last Time,Ariana Grande,https://open.spotify.com/track/7xoUc6faLbCqZO6fQEYprd
2015,Top Hits of 2015,Light It Up - Remix,"Major Lazer, Nyla, Fuse ODG",https://open.spotify.com/track/500mvzh7TRZ0YdnVeHhj8b
2015,Top Hits of 2015,Trap Queen,Fetty Wap,https://open.spotify.com/track/2d8JP84HNLKhmd6IYOoupQ
2015,Top Hits of 2015,Sorry,Justin Bieber,https://open.spotify.com/track/09CtPGIpYB4BrO8qb1RGsF
2015,Top Hits of 2015,How Deep Is Your Love,"Calvin Harris, Disciples",https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s
2015,Top Hits of 2015,Where Are Ü Now (with Justin Bieber),"Jack Ü, Skrillex, Diplo, Justin Bieber",https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f
